"","idx","a.mean","a.se","a.Bulk_ESS","a.Tail_ESS","a.Rhat","b.mean","b.se","b.Bulk_ESS","b.Tail_ESS","b.Rhat","samples"
"Jan11","2022-01",0.390742113375,0.0543594820921262,4499.57264187159,2873.11981390113,1.00093916648008,0.08775467335,0.00221715186927987,3575.39444558098,3663.46059770515,1.00038095754832,0
"Feb11","2022-02",0.390742113375,0.0543594820921262,4499.57264187159,2873.11981390113,1.00093916648008,0.08775467335,0.00221715186927987,3575.39444558098,3663.46059770515,1.00038095754832,0
"Mar11","2022-03",0.390742113375,0.0543594820921262,4499.57264187159,2873.11981390113,1.00093916648008,0.08775467335,0.00221715186927987,3575.39444558098,3663.46059770515,1.00038095754832,0
"Apr11","2022-04",0.390742113375,0.0543594820921262,4499.57264187159,2873.11981390113,1.00093916648008,0.08775467335,0.00221715186927987,3575.39444558098,3663.46059770515,1.00038095754832,0
"May11","2022-05",0.540901323,0.0519929009529052,1344.75280114424,632.791411212771,1.00293647641386,0.0874361734625,0.00248981967289047,1494.09085895753,679.602477578406,1.0050659310669,28.8306451612903
"Jun11","2022-06",0.585196499625,0.0539612584084673,1840.41316382938,909.989431890609,1.00214469865526,0.08763850695,0.00223054404704209,1760.80340235045,1735.50437966329,1.00208953007757,72.7083333333333
"Jul11","2022-07",0.646296456375,0.0537723361063697,417.153409200781,143.366589640019,1.00361944763764,0.0873325168375,0.00249606705571557,415.060839557414,167.192202748962,1.00370424300565,92.3387096774193
"Aug11","2022-08",0.576876225125,0.0477262973839154,1181.92720326435,512.541957591078,1.00536665527314,0.0875434422,0.00230554690994206,1140.72792054518,625.23744825169,1.00539990525,90.6586021505376
"Sep12","2022-09",0.726840501490875,0.488578534360977,1792.12220475614,1184.26054358229,1.00513333401998,0.087682109925,0.00218332647631241,598.65969238166,1051.40611399893,1.01296914528569,0.0694444444444444
"Oct13","2022-10",0.547971103625,0.041939889687045,710.699158854239,289.851971304559,1.00317480455524,0.0873913071875,0.00246014745114083,783.190898480462,315.366008571273,1.00242106517833,93.010752688172
"Nov12","2022-11",0.532497851125,0.0360811878881798,499.166473078596,149.442405598452,1.00555989409818,0.0876893418625,0.00223114736776302,515.701265617873,165.41143112836,1.00709754637205,93.6805555555556
"Dec12","2022-12",0.593162378625,0.0280823602195258,1777.84014968275,958.474986626602,1.00254468945992,0.08822504425,0.00164555086179044,1639.01812464973,1296.79310724888,1.00078094957335,76.1424731182796
"Jan12","2023-01",0.6323494545,0.0484285930906578,2267.5354296948,1138.11691789812,1.00040877623104,0.0877165165375,0.00215047958643921,2119.72713390671,1302.98690342938,1.00115198110848,21.4381720430108
"Feb12","2023-02",0.6323494545,0.0484285930906578,2267.5354296948,1138.11691789812,1.00040877623104,0.0877165165375,0.00215047958643921,2119.72713390671,1302.98690342938,1.00115198110848,0
"Mar12","2023-03",0.555495949625,0.0584147867823373,362.543207684782,127.569666984077,1.00720312406685,0.0862654284625,0.00364317287588774,351.643969065787,151.101501098204,1.00575530475282,74.1263440860215
"Apr12","2023-04",0.551426166,0.0556231606646209,2345.98320228083,1327.73220051687,1.00029892232981,0.087547255775,0.00239952347868379,2071.98708195442,1877.97305563442,1.00018816595007,91.25
"May12","2023-05",0.53840320625,0.0442962379969625,494.029397307189,202.966824570253,1.00668269551517,0.086907204175,0.00273441186312473,494.470557560307,233.292432382671,1.00714030376568,92.3387096774193
"Jun12","2023-06",0.50651772325,0.0542590513659271,619.392769523642,227.151288998693,1.00525785706869,0.08734379235,0.00267928109360866,666.615859309144,238.559444613312,1.00483986689003,88.4722222222222
"Jul12","2023-07",0.479947649125,0.0474715001503911,640.06209062546,256.021980551924,1.00727245859259,0.0868900151375,0.0028745107139612,677.137511796476,306.925741807679,1.00712657727302,88.5752688172043
"Aug12","2023-08",0.390794061625,0.033506963476209,2287.64452793915,1191.12974768941,1.00175434465715,0.087612498225,0.00221703819527015,1998.11749406779,1514.6507009874,1.00166895220716,89.0456989247312
"Sep13","2023-09",0.49730587725,0.0479212673667437,3412.22347479545,2406.66680161298,1.00090049345353,0.0877831297625,0.00209715893694989,2723.84218085026,2523.26349329798,1.00097983264735,27.9861111111111
