"","idx","Pm.mean","Pm.se","Pm.Bulk_ESS","Pm.Tail_ESS","Pm.Rhat","alpha.mean","alpha.se","alpha.Bulk_ESS","alpha.Tail_ESS","alpha.Rhat","Icomp.mean","Icomp.se","Icomp.Bulk_ESS","Icomp.Tail_ESS","Icomp.Rhat","samples"
"Feb8","2019-02",-2.2836565609845,3.05693866041353,481.921428118342,547.67804364956,1.0048297800521,0.00039906877141,0.000950286525911513,454.104306898574,683.14181960089,1.0000491024941,152.0500674935,87.5198595193002,447.412980988583,409.795292880232,1.00273947439998,91.2202380952381
"Mar8","2019-03",-2.1739115728786,3.091405460272,485.591512511138,584.481695215592,1.00023943476979,0.00038530977072409,0.000829452904845633,476.659587071573,823.428684041937,1.00002521282802,148.131714985,85.6714211295616,979.352881388412,669.924741208894,1.00576276357068,93.010752688172
"Apr8","2019-04",-2.256633320426,2.98039162705431,624.006751412284,750.621891345485,1.00016560091843,0.0003116390585396,0.000694712851197703,617.102867324157,1052.61812963067,0.999534936768084,142.378097536,85.0106431847804,429.230520273867,652.021950537525,1.0084958849084,93.6805555555556
"May8","2019-05",-2.2360884296558,3.15143493750227,605.362474021078,572.038866141091,1.00095173761759,0.000349753439439,0.000846693600833344,538.692931455124,666.44234943683,1.00141885371228,141.0865973515,83.4169751447698,1008.99209618902,723.81214594228,0.999838853521754,94.758064516129
"Jun8","2019-06",-3.2468574731,3.26493643185712,53.5348643154474,44.8824215757134,1.00120860022276,0.0001697209950562,0.000506053110125674,94.722286053502,139.597338150202,0.999995904285459,149.209721825,91.8628276347647,83.8571454990439,59.9571342945753,1.0091689934891,87.9166666666667
"Jul8","2019-07",-2.3557663691104,3.18369803890101,280.141921832384,447.42114489791,0.999945998189098,0.000402501362649,0.000883605059612239,277.355236527558,632.613729699988,0.999685907076392,139.554959414,82.1146964677432,528.232449578188,436.067352450451,1.00055230530943,87.6344086021505
"Aug8","2019-08",-2.5418696739565,3.27941891568098,546.423146406796,820.180360397525,1.0121426498538,0.00052449969991295,0.00111130982028368,500.333510157001,627.030834536074,1.00452647555457,145.6291314315,84.2527709870152,1104.29855961676,664.1621127418,1.00105048448347,57.7284946236559
"Sep9","2019-09",-2.6099232949375,3.21126550130722,460.474176902378,591.077364860192,1.00113752128214,0.000493684463316,0.000922587454310948,464.932724301238,645.063369265658,1.00088530859299,142.152751995,80.9594347590086,702.034041219604,536.662171723695,1.0020942036733,21.3194444444444
"Oct10","2019-10",-2.14891298832245,3.06459508639631,457.490569659714,418.762851738534,1.00203586667261,0.0005389433079489,0.00125694101883828,479.201540158866,540.470858735612,1.00201939376671,152.71444176305,85.7489146496543,845.864108714364,481.328006553365,1.00766416969685,94.4220430107527
"Nov9","2019-11",-2.328089315594,3.17825254911918,506.190265571901,364.568268363546,1.00056574828016,0.0005929850707435,0.00141231695984599,465.184808577461,644.330523212125,0.999908500699907,158.0612996155,92.344731028769,1137.84712778934,966.352384036958,1.00235411665512,91.3194444444444
"Dec9","2019-12",-11.57590683,2.95285358702987,670.046109162751,666.560651993443,1.00411396082813,0.001708709617,0.00055734656583429,788.92097403366,760.60236203122,1.0034751144435,495.7555545,4.67606962187092,370.00566586649,236.705562418715,1.00875267932232,88.508064516129
"Jan9","2020-01",-2.2196497137082,3.02674400850389,421.631933191726,380.184444538679,1.00676103585478,0.00057087330139615,0.001238115737711,438.324137003943,688.917304865812,1.00829583979611,156.7264975615,96.5184140004833,844.135659821915,589.466902966453,1.00118963637441,90.6586021505376
"Feb9","2020-02",-2.2894816748455,3.16697482252794,531.909456403943,556.003680088557,1.000439182815,0.000524534746915295,0.00110797586415337,509.215608612256,810.987749101287,0.999973412989131,146.78130886,86.3525195250386,960.365119440972,547.764816242055,0.999533396405808,91.8103448275862
"Mar9","2020-03",-2.35297351314682,3.16028901029139,256.894520733113,450.680220807732,1.01192940494742,0.00035116355628325,0.00083740443548007,286.78312667405,594.506608610744,1.00953198399967,147.30486658415,82.6167413289377,549.456949423459,465.314627971168,1.00101917827511,95.2284946236559
"Apr9","2020-04",-2.125980100086,3.13314698463212,272.902757849462,492.898390080088,1.02422459956658,0.000365647271182,0.000817755659515587,397.756937658519,773.028059254786,1.01039791772484,139.8599095335,82.1864667707077,285.547984594054,269.369321442208,1.00085336776743,94.4444444444444
"May9","2020-05",-2.086722804318,3.02688461009275,496.133196403501,676.334913632122,1.00068954739316,0.000326778951640365,0.000695964444845984,462.473615879244,602.429033949477,1.00184364015482,140.9645233955,82.3924361155371,666.02269007894,486.967296879584,1.00088488604259,90.3225806451613
"Jun9","2020-06",-2.08002566494028,3.00623412649674,277.113390387754,392.453527460964,1.000155713904,0.0004902643902608,0.00111737659872121,286.606135429972,476.950630210129,0.999680357332866,139.2307872675,82.6232920325712,887.350981745509,790.311555099064,1.0012322903521,87.7083333333333
"Jul9","2020-07",-2.67090397870385,3.13856526977868,563.934569095927,430.652428110105,1.01127617760628,0.000435026617625205,0.000898668258707642,335.430885047619,469.613430010637,1.02005410492735,140.79687579327,84.3245667005867,493.191798366616,334.665170758611,1.00825456564174,8.53494623655914
"Aug9","2020-08",-2.67090397870385,3.13856526977868,563.934569095927,430.652428110105,1.01127617760628,0.000435026617625205,0.000898668258707642,335.430885047619,469.613430010637,1.02005410492735,140.79687579327,84.3245667005867,493.191798366616,334.665170758611,1.00825456564174,0
"Sep10","2020-09",-2.70966820492626,3.30036436464639,384.408920862733,372.065212490671,1.00036781642295,0.00066848308373455,0.00140543173654445,413.391020213842,623.256110926087,1.00076658787005,145.9333029105,87.5151697659416,905.239932805023,559.364123798176,1.00027983061816,22.4305555555556
"Oct11","2020-10",-2.6125859126081,3.28900569566753,625.49039956099,583.806297362113,1.00006844055907,0.000562258778574,0.00124008795211885,631.706302509737,798.249863419216,1.00081607009321,152.7028880075,89.6470127842574,989.538027334721,731.759830008916,1.00003626913546,90.3897849462366
"Nov10","2020-11",-3.294480364289,3.7590834925115,255.483536842132,579.873752432065,1.00112613247343,0.0008274871578216,0.00140129349596039,354.288650184569,733.841017152487,0.999603273118643,207.30762368,140.947169545018,232.491558031276,245.738178359574,1.00437965947348,90.1388888888889
"Dec10","2020-12",-2.2630029874214,3.00937989275548,522.903202330763,588.797511064218,0.999786656211881,0.0005734382484648,0.00131680739070992,509.260049494141,900.048575378195,0.999520922955327,152.62710488,84.1393144581032,1026.46227440314,578.094490419646,1.00260119251569,60.6182795698925
"Jan10","2021-01",-2.61695702772522,3.26447419185254,583.795131434916,523.409255686811,0.999935187664862,0.00051891797747865,0.00109085936601022,603.624747358913,743.892619347277,0.999723691565169,142.935195107,88.9639474520383,1133.71197051481,702.451154947037,1.00078620431912,15.9274193548387
"Feb10","2021-02",-2.53416932945,3.20222767116605,628.166150751586,862.151981332653,1.00459310716983,0.000439123120316155,0.00100633098561797,778.960660191763,1089.06071707555,1.00213039763894,149.3396635705,87.2156564392887,1038.4273176314,777.082444076428,1.00062821463616,62.6488095238095
"Mar10","2021-03",-2.17054141414385,3.00896121249505,482.296150020298,574.854736033521,1.00346855729007,0.00033390245249315,0.000735945393435952,493.389388249946,935.384276173915,1.00358598219902,145.6272442835,84.5991353395294,1352.3031090007,711.122521559298,0.99976538380737,95.8333333333333
"Apr10","2021-04",-2.18532435598777,3.14686691912897,421.935432494082,192.466078930934,1.00331519556257,0.0003481841245424,0.00084802270926617,522.193236308193,485.902912301091,1.00578961565457,149.308310065,82.4844507667211,332.265748658969,391.709881966982,0.99978422695599,92.7083333333333
"May10","2021-05",-2.42751334649435,3.22202771263806,287.038398756571,469.112749353305,1.00336892799632,0.00029991951247747,0.000748939031706365,321.067920387545,467.849143729565,1.00864550561115,149.1485533465,86.3079691864227,503.948210172841,787.550617584739,1.00411756970523,93.9516129032258
"Jun10","2021-06",-2.3126016567946,3.09239602802564,532.703924168377,573.34489064853,1.00171327796562,0.000407251060589275,0.000923298625983672,442.92007872098,723.425026104917,1.00266987984327,139.45738214005,84.1085254897747,1105.06266739298,784.959102931243,0.999656112404778,81.25
"Jul10","2021-07",-2.3126016567946,3.09239602802564,532.703924168377,573.34489064853,1.00171327796562,0.000407251060589275,0.000923298625983672,442.92007872098,723.425026104917,1.00266987984327,139.45738214005,84.1085254897747,1105.06266739298,784.959102931243,0.999656112404778,0
"Aug10","2021-08",-2.3126016567946,3.09239602802564,532.703924168377,573.34489064853,1.00171327796562,0.000407251060589275,0.000923298625983672,442.92007872098,723.425026104917,1.00266987984327,139.45738214005,84.1085254897747,1105.06266739298,784.959102931243,0.999656112404778,0
"Sep11","2021-09",-2.7973299389872,3.24927926482997,485.671123733781,373.341971728996,1.00189382921168,0.0005661173813491,0.00113734744840504,525.352085678843,377.844483209054,1.00011911350135,144.4687868061,86.4563917813636,970.859251693893,719.797599118002,1.00440927899299,39.7222222222222
"Oct12","2021-10",-2.7973299389872,3.24927926482997,485.671123733781,373.341971728996,1.00189382921168,0.0005661173813491,0.00113734744840504,525.352085678843,377.844483209054,1.00011911350135,144.4687868061,86.4563917813636,970.859251693893,719.797599118002,1.00440927899299,0
"Nov11","2021-11",-2.7973299389872,3.24927926482997,485.671123733781,373.341971728996,1.00189382921168,0.0005661173813491,0.00113734744840504,525.352085678843,377.844483209054,1.00011911350135,144.4687868061,86.4563917813636,970.859251693893,719.797599118002,1.00440927899299,0
"Dec11","2021-12",-2.7973299389872,3.24927926482997,485.671123733781,373.341971728996,1.00189382921168,0.0005661173813491,0.00113734744840504,525.352085678843,377.844483209054,1.00011911350135,144.4687868061,86.4563917813636,970.859251693893,719.797599118002,1.00440927899299,0
"Jan11","2022-01",-2.7973299389872,3.24927926482997,485.671123733781,373.341971728996,1.00189382921168,0.0005661173813491,0.00113734744840504,525.352085678843,377.844483209054,1.00011911350135,144.4687868061,86.4563917813636,970.859251693893,719.797599118002,1.00440927899299,0
"Feb11","2022-02",-2.7973299389872,3.24927926482997,485.671123733781,373.341971728996,1.00189382921168,0.0005661173813491,0.00113734744840504,525.352085678843,377.844483209054,1.00011911350135,144.4687868061,86.4563917813636,970.859251693893,719.797599118002,1.00440927899299,0
"Mar11","2022-03",-2.7973299389872,3.24927926482997,485.671123733781,373.341971728996,1.00189382921168,0.0005661173813491,0.00113734744840504,525.352085678843,377.844483209054,1.00011911350135,144.4687868061,86.4563917813636,970.859251693893,719.797599118002,1.00440927899299,0
"Apr11","2022-04",-2.7973299389872,3.24927926482997,485.671123733781,373.341971728996,1.00189382921168,0.0005661173813491,0.00113734744840504,525.352085678843,377.844483209054,1.00011911350135,144.4687868061,86.4563917813636,970.859251693893,719.797599118002,1.00440927899299,0
"May11","2022-05",-2.5682240030425,3.22916483314004,314.54465933195,312.435591656307,1.00125874148739,0.00042225229000225,0.000885621327496318,366.038574343743,605.158371539633,1.00265002502256,138.7815173875,85.467333844684,528.625290478812,325.779818128549,0.999836417730907,28.8306451612903
"Jun11","2022-06",-2.4243232300507,3.14983901099784,478.550257532979,481.484702485691,0.999995582412837,0.000373567000132412,0.000887661912777313,430.684361710298,619.433488707651,1.00104653338392,136.941865932,81.376606911187,665.357965326823,320.915612672187,1.00548846945218,72.7083333333333
"Jul11","2022-07",-2.13658683684295,3.08556560297234,516.89855012579,527.033736495183,1.00071148742749,0.00037314105315325,0.000846512045846063,606.682707562673,784.040125022971,1.00212080538574,142.315124525,77.3594125374463,915.417167667137,608.85410023066,0.999787740420287,92.3387096774193
"Aug11","2022-08",-2.11153833848135,3.04621199972688,416.098448710352,283.656957821563,1.0011500003634,0.00045590422825105,0.00104300272980304,426.583245594413,375.499078707653,1.00302781573899,139.5644294917,84.5591973143728,580.124096497846,287.830736777817,1.00730821558852,90.6586021505376
"Sep12","2022-09",-2.11153833848135,3.04621199972688,416.098448710352,283.656957821563,1.0011500003634,0.00045590422825105,0.00104300272980304,426.583245594413,375.499078707653,1.00302781573899,139.5644294917,84.5591973143728,580.124096497846,287.830736777817,1.00730821558852,0.0694444444444444
"Oct13","2022-10",-2.27861837312,3.04833114537958,603.735743795426,714.545420455645,1.00059541169122,0.0003714701064843,0.000876714682185987,646.10638708913,1199.72649194058,0.99981901969951,143.653370631,84.4962927867905,1114.34615436739,817.944515825973,1.00130914563987,93.010752688172
"Nov12","2022-11",-2.08154423089395,2.96083915567908,477.800368531546,354.819083770999,1.00158515329206,0.000664004650718265,0.00161888289067322,528.408766026857,495.578128351435,1.00171204978446,151.030488087,88.5151082693208,855.257339909055,959.99914760789,1.00032119644315,93.6805555555556
"Dec12","2022-12",-3.335100059895,3.92303774687813,125.671682519165,549.578172580849,1.01535269379403,0.000743344329566655,0.00132421489215315,214.635636711773,597.52021152495,1.00747794856967,210.973424924,151.835622107215,65.6127944029648,158.063673954091,1.03848834084772,76.1424731182796
"Jan12","2023-01",-2.7964710026865,3.24592633071047,723.354070742882,525.456738932795,1.00090214231465,0.0007121177760695,0.00146199803111047,678.264664890795,791.415107116004,1.00089726573306,149.4756544115,89.0033483297972,866.115261583997,598.854383252166,1.00766507537805,21.4381720430108
"Feb12","2023-02",-2.7964710026865,3.24592633071047,723.354070742882,525.456738932795,1.00090214231465,0.0007121177760695,0.00146199803111047,678.264664890795,791.415107116004,1.00089726573306,149.4756544115,89.0033483297972,866.115261583997,598.854383252166,1.00766507537805,0
"Mar12","2023-03",-2.28472822588765,3.14993888063044,570.242996188356,558.156390709827,1.0016032444892,0.00041215734996675,0.000970346588557007,623.59896739261,792.034075867192,1.00116995216395,141.3461366345,82.6250029406276,928.567482526564,748.133105025725,1.00014720166459,74.1263440860215
"Apr12","2023-04",-2.2793030619954,3.15886002420196,381.010421844621,697.511444527014,0.999556995235427,0.000303217023230455,0.000670758554074693,439.497615648957,988.745438487386,1.00026201424244,138.63880943475,86.5326249826055,505.62207048288,270.421008415681,0.999680815357555,91.25
"May12","2023-05",-2.32267373666487,3.1837010093181,372.750279898364,386.170844193026,1.00015659851938,0.00029451811251205,0.000748889258001976,402.125912411168,748.272245779997,1.00058043805175,137.55154201285,82.968943009057,603.176764560241,593.464543083947,1.00582535850251,92.3387096774193
"Jun12","2023-06",-1.673347379035,2.28418883193836,1.76448452772304,41.104577005759,1.70402771175387,0.00024613150431915,0.000433363297102063,2.21958749603173,24.6892529439096,1.43150336132991,113.10416775,75.0714815609879,25.6058557433931,50.2075056520321,1.08431195786034,88.4722222222222
"Jul12","2023-07",-2.52185072863052,3.208317069096,673.101492869724,719.569792997494,0.99977701221238,0.000290178816995905,0.000768927109897461,638.583930225243,825.6842932587,0.999507706918296,140.0836891807,81.8204127664251,928.044827633554,606.312342738212,1.00464795731844,88.5752688172043
"Aug12","2023-08",-2.2599144399652,3.08386379400413,486.506175248985,467.937527448732,1.0040887837566,0.00039858715130535,0.000932285374846776,493.198607091249,680.136570022725,1.009088852792,131.3734374975,80.1336602604416,555.642085101708,516.384450275201,1.00039261852702,89.0456989247312
"Sep13","2023-09",-2.69273555596415,3.28759853733736,462.462319747993,375.576376183828,1.00136222999049,0.0004877115096776,0.00111685929126173,459.700802692219,412.597911035103,1.0013406578764,140.37182623275,84.0374372808752,1191.70499360677,586.310602701919,1.00027826001693,27.9861111111111
